fecha,hora,delitos_code,Latitude,Longitude
8/23/2013 0:00,13:25:00,Escalamiento,18.318987,-66.068793
12/7/2013 0:00,11:30:00,Apropiacion Ilegal,18.393377,-66.084234
12/29/2013 0:00,13:05:00,Apropiacion Ilegal,18.394244,-66.091106
12/23/2013 0:00,14:38:00,Apropiacion Ilegal,18.360353,-66.053707
12/20/2013 0:00,12:00:00,Apropiacion Ilegal,18.392399,-66.081996
12/20/2013 0:00,5:35:00,Apropiacion Ilegal,18.401767,-66.08651
9/9/2013 0:00,13:57:00,Apropiacion Ilegal,18.33673,-66.066998
5/22/2013 0:00,20:15:00,Robo,18.431156,-66.057278
3/30/2013 0:00,18:44:00,Apropiacion Ilegal,18.421091,-66.074611
9/20/2013 0:00,10:15:00,Vehiculo Hurtado,18.404135,-66.074147
9/17/2013 0:00,9:37:00,Escalamiento,18.416655,-66.057213
9/12/2013 0:00,16:32:00,Apropiacion Ilegal,18.372831,-66.066743
6/20/2013 0:00,23:57:00,Apropiacion Ilegal,18.390539,-66.006111
9/16/2013 0:00,19:07:00,Apropiacion Ilegal,18.363629,-66.054236
11/18/2013 0:00,19:30:00,Robo,18.400163,-66.095367
9/13/2013 0:00,21:25:00,Robo,18.453881,-66.087555
11/23/2013 0:00,11:00:00,Apropiacion Ilegal,18.363141,-66.043535
9/13/2013 0:00,3:37:00,Apropiacion Ilegal,18.452558,-66.074141
9/13/2013 0:00,3:22:00,Apropiacion Ilegal,18.454773,-66.080896
12/10/2013 0:00,19:10:00,Escalamiento,18.320018,-66.066324
10/17/2013 0:00,10:24:00,Apropiacion Ilegal,18.327479,-66.046854
11/19/2013 0:00,7:00:00,Apropiacion Ilegal,18.389111,-66.094718
12/6/2013 0:00,10:45:00,Apropiacion Ilegal,18.383315,-66.096815
12/8/2013 0:00,11:03:00,Robo,18.418287,-66.065974
12/7/2013 0:00,17:30:00,Apropiacion Ilegal,18.390395,-66.097765
10/25/2013 0:00,7:53:00,Escalamiento,18.319257,-66.069071
12/6/2013 0:00,11:00:00,Apropiacion Ilegal,18.393962,-66.074324
9/8/2013 0:00,6:30:00,Agresion Agravada,18.418855,-66.097381
9/11/2013 0:00,13:40:00,Apropiacion Ilegal,18.388693,-66.061483
10/1/2013 0:00,5:59:00,Escalamiento,18.415427,-66.1006
9/13/2013 0:00,14:11:00,Apropiacion Ilegal,18.413377,-66.09293
7/10/2013 0:00,20:00:00,Apropiacion Ilegal,18.399233,-66.005488
9/19/2013 0:00,8:45:00,Escalamiento,18.42262,-66.061883
7/20/2013 0:00,20:21:00,Apropiacion Ilegal,18.391209,-66.023471
12/14/2013 0:00,21:34:00,Apropiacion Ilegal,18.412197,-66.046105
11/18/2013 0:00,15:18:00,Robo,18.390554,-66.03252
11/20/2013 0:00,21:00:00,Apropiacion Ilegal,18.420134,-66.074432
9/15/2013 0:00,6:51:00,Apropiacion Ilegal,18.454156,-66.077958
12/17/2013 0:00,13:11:00,Robo,18.400167,-66.046067
11/13/2013 0:00,22:00:00,Vehiculo Hurtado,18.402976,-66.088877
11/3/2013 0:00,2:05:00,Robo,18.394409,-66.041343
9/12/2013 0:00,8:04:00,Vehiculo Hurtado,18.407328,-66.061914
9/18/2013 0:00,15:27:00,Apropiacion Ilegal,18.420688,-66.07466
12/14/2013 0:00,10:21:00,Apropiacion Ilegal,18.393904,-66.080481
9/13/2013 0:00,19:55:00,Apropiacion Ilegal,18.339547,-66.068077
9/16/2013 0:00,8:24:00,Robo,18.430425,-66.054373
5/4/2013 0:00,6:30:00,Apropiacion Ilegal,18.380565,-66.001631
12/8/2013 0:00,21:39:00,Robo,18.397321,-66.091069
9/19/2013 0:00,23:20:00,Vehiculo Hurtado,18.398258,-66.079906
8/29/2013 0:00,11:59:00,Robo,18.409222,-66.095531
9/17/2013 0:00,15:26:00,Apropiacion Ilegal,18.452441,-66.072108
11/14/2013 0:00,15:48:00,Escalamiento,18.390132,-66.036988
11/24/2013 0:00,22:10:00,Apropiacion Ilegal,18.426125,-66.07154
9/23/2013 0:00,19:20:00,Vehiculo Hurtado,18.336423,-66.066598
11/24/2013 0:00,3:38:00,Apropiacion Ilegal,18.400418,-66.098338
9/15/2013 0:00,11:47:00,Vehiculo Hurtado,18.400868,-66.043646
4/10/2013 0:00,17:49:00,Agresion Agravada,18.399303,-66.013737
9/10/2013 0:00,19:30:00,Robo,18.439105,-66.060308
12/3/2013 0:00,14:20:00,Vehiculo Hurtado,18.408769,-66.066769
7/18/2013 0:00,11:32:00,Vehiculo Hurtado,18.354522,-66.072125
12/7/2013 0:00,1:33:00,Escalamiento,18.385772,-66.06631
9/23/2013 0:00,14:40:00,Apropiacion Ilegal,18.338357,-66.068447
9/22/2013 0:00,23:00:00,Vehiculo Hurtado,18.453743,-66.09064
12/16/2013 0:00,5:40:00,Robo,18.401817,-66.086739
12/26/2013 0:00,14:30:00,Apropiacion Ilegal,18.401277,-66.093942
8/9/2013 0:00,16:00:00,Apropiacion Ilegal,18.399032,-66.01263
9/17/2013 0:00,20:00:00,Apropiacion Ilegal,18.402727,-66.056181
9/18/2013 0:00,19:00:00,Apropiacion Ilegal,18.446036,-66.063598
9/7/2013 0:00,23:25:00,Apropiacion Ilegal,18.390493,-66.097949
12/8/2013 0:00,8:00:00,Apropiacion Ilegal,18.400552,-66.02724
4/12/2013 0:00,16:08:00,Apropiacion Ilegal,18.404211,-66.014543
9/16/2013 0:00,9:45:00,Escalamiento,18.448316,-66.071452
11/12/2013 0:00,22:44:00,Robo,18.414895,-66.06187
11/30/2013 0:00,23:01:00,Robo,18.398795,-66.097332
9/11/2013 0:00,19:00:00,Escalamiento,18.375681,-66.049684
9/9/2013 0:00,11:36:00,Escalamiento,18.405047,-66.075803
11/22/2013 0:00,21:30:00,Apropiacion Ilegal,18.395619,-66.101258
12/22/2013 0:00,21:11:00,Apropiacion Ilegal,18.412845,-66.056967
12/13/2013 0:00,21:00:00,Apropiacion Ilegal,18.403469,-66.086279
11/17/2013 0:00,17:30:00,Vehiculo Hurtado,18.431275,-66.064937
12/21/2013 0:00,4:41:00,Apropiacion Ilegal,18.399703,-66.072064
8/26/2013 0:00,21:12:00,Escalamiento,18.404308,-65.997634
10/23/2013 0:00,18:30:00,Robo,18.406166,-66.052131
9/20/2013 0:00,9:00:00,Apropiacion Ilegal,18.453012,-66.087312
9/17/2013 0:00,8:00:00,Apropiacion Ilegal,18.420156,-66.0695
8/4/2013 0:00,12:30:00,Apropiacion Ilegal,18.39997,-66.001283
12/27/2013 0:00,16:10:00,Apropiacion Ilegal,18.401507,-66.024751
9/14/2013 0:00,23:29:00,Apropiacion Ilegal,18.453459,-66.090156
5/10/2013 0:00,20:50:00,Apropiacion Ilegal,18.370584,-66.086578
10/26/2013 0:00,23:17:00,Agresion Agravada,18.400425,-66.037037
12/28/2013 0:00,2:45:00,Vehiculo Hurtado,18.400851,-66.086433
12/1/2013 0:00,11:00:00,Escalamiento,18.396952,-66.107032
6/29/2013 0:00,18:00:00,Vehiculo Hurtado,18.395032,-66.033949
10/17/2013 0:00,4:25:00,Agresion Agravada,18.404321,-66.08733
12/7/2013 0:00,10:11:00,Apropiacion Ilegal,18.420296,-66.074252
12/1/2013 0:00,3:30:00,Apropiacion Ilegal,18.423006,-66.060565
9/2/2013 0:00,11:53:00,Vehiculo Hurtado,18.397399,-66.008637
9/16/2013 0:00,14:41:00,Apropiacion Ilegal,18.423225,-66.094248
12/20/2013 0:00,21:55:00,Apropiacion Ilegal,18.413374,-66.061742
9/18/2013 0:00,12:49:00,Apropiacion Ilegal,18.393323,-66.027003
9/19/2013 0:00,16:10:00,Apropiacion Ilegal,18.404869,-66.081598
12/12/2013 0:00,21:58:00,Apropiacion Ilegal,18.413094,-66.095755
12/28/2013 0:00,15:56:00,Agresion Agravada,18.37849,-66.094719
12/27/2013 0:00,17:35:00,Apropiacion Ilegal,18.42025,-66.066945
12/21/2013 0:00,10:23:00,Apropiacion Ilegal,18.422764,-66.074637
9/5/2013 0:00,13:40:00,Apropiacion Ilegal,18.417342,-66.07781
12/27/2013 0:00,12:45:00,Apropiacion Ilegal,18.404605,-66.084298
12/26/2013 0:00,3:00:00,Apropiacion Ilegal,18.402006,-66.086823
12/30/2013 0:00,17:06:00,Apropiacion Ilegal,18.39671,-66.024807
11/2/2013 0:00,10:30:00,Apropiacion Ilegal,18.389342,-66.094854
12/29/2013 0:00,20:00:00,Apropiacion Ilegal,18.414009,-66.086674
12/25/2013 0:00,12:20:00,Apropiacion Ilegal,18.388955,-66.031931
9/18/2013 0:00,23:30:00,Apropiacion Ilegal,18.411633,-66.054479
9/13/2013 0:00,19:15:00,Robo,18.414526,-66.065072
9/12/2013 0:00,1:00:00,Robo,18.443586,-66.064402
10/15/2013 0:00,19:49:00,Robo,18.399367,-66.096647
8/4/2013 0:00,22:00:00,Vehiculo Hurtado,18.417013,-66.087663
12/29/2013 0:00,12:47:00,Apropiacion Ilegal,18.420498,-66.065929
9/14/2013 0:00,18:15:00,Agresion Agravada,18.394909,-66.084725
10/19/2013 0:00,9:00:00,Escalamiento,18.380945,-66.034574
9/17/2013 0:00,12:50:00,Apropiacion Ilegal,18.399723,-66.000582
6/18/2013 0:00,23:30:00,Apropiacion Ilegal,18.387623,-66.013475
11/16/2013 0:00,7:56:00,Apropiacion Ilegal,18.351053,-66.080863
8/30/2013 0:00,8:30:00,Escalamiento,18.348126,-66.091691
9/23/2013 0:00,23:00:00,Escalamiento,18.397949,-66.034435
11/24/2013 0:00,20:10:00,Apropiacion Ilegal,18.402608,-66.086794
11/19/2013 0:00,12:55:00,Apropiacion Ilegal,18.395732,-66.041689
9/15/2013 0:00,17:30:00,Apropiacion Ilegal,18.453658,-66.05601
9/16/2013 0:00,17:10:00,Apropiacion Ilegal,18.417387,-66.043569
12/16/2013 0:00,15:01:00,Apropiacion Ilegal,18.375735,-66.091309
10/11/2013 0:00,5:30:00,Escalamiento,18.394418,-66.034021
9/16/2013 0:00,16:47:00,Apropiacion Ilegal,18.396425,-66.045974
9/11/2013 0:00,14:19:00,Escalamiento,18.400867,-66.052345
9/17/2013 0:00,9:30:00,Robo,18.391477,-66.074797
11/27/2013 0:00,20:00:00,Apropiacion Ilegal,18.39461,-66.040609
8/26/2013 0:00,12:54:00,Robo,18.395014,-66.036596
12/11/2013 0:00,0:16:00,Apropiacion Ilegal,18.419321,-66.066206
9/18/2013 0:00,6:45:00,Vehiculo Hurtado,18.439092,-66.059164
9/13/2013 0:00,21:30:00,Escalamiento,18.397965,-66.036697
12/15/2013 0:00,18:20:00,Apropiacion Ilegal,18.418215,-66.042724
8/14/2013 0:00,11:00:00,Escalamiento,18.397199,-66.015982
12/18/2013 0:00,22:15:00,Apropiacion Ilegal,18.339831,-66.078649
11/7/2013 0:00,14:30:00,Escalamiento,18.408198,-66.09598
11/9/2013 0:00,3:28:00,Robo,18.39461,-66.102239
9/12/2013 0:00,8:30:00,Apropiacion Ilegal,18.399468,-66.047786
12/29/2013 0:00,11:00:00,Apropiacion Ilegal,18.399736,-66.040605
2/19/2013 0:00,10:40:00,Agresion Agravada,18.400664,-66.013674
2/9/2013 0:00,10:30:00,Escalamiento,18.397519,-66.006411
9/15/2013 0:00,4:45:00,Agresion Agravada,18.455733,-66.070424
10/15/2013 0:00,21:30:00,Apropiacion Ilegal,18.412978,-66.096263
11/20/2013 0:00,10:02:00,Apropiacion Ilegal,18.42152,-66.074289
12/5/2013 0:00,20:30:00,Apropiacion Ilegal,18.394639,-66.040521
12/30/2013 0:00,12:25:00,Vehiculo Hurtado,18.398992,-66.091322
9/22/2013 0:00,6:54:00,Apropiacion Ilegal,18.397636,-66.044119
8/27/2013 0:00,20:30:00,Apropiacion Ilegal,18.361548,-66.078262
9/11/2013 0:00,19:42:00,Escalamiento,18.458974,-66.076436
9/14/2013 0:00,5:50:00,Robo,18.41015,-65.999939
12/9/2013 0:00,12:40:00,Escalamiento,18.384596,-66.105786
5/11/2013 0:00,10:28:00,Agresion Agravada,18.397643,-66.047548
9/15/2013 0:00,15:30:00,Robo,18.416778,-66.043311
9/11/2013 0:00,7:00:00,Apropiacion Ilegal,18.45726,-66.07426
11/24/2013 0:00,18:46:00,Apropiacion Ilegal,18.401641,-66.093001
12/17/2013 0:00,15:00:00,Apropiacion Ilegal,18.397919,-66.03194
7/18/2013 0:00,7:30:00,Apropiacion Ilegal,18.387442,-66.027735
12/30/2013 0:00,17:30:00,Vehiculo Hurtado,18.407742,-66.059148
9/14/2013 0:00,1:00:00,Apropiacion Ilegal,18.45154,-66.039928
6/23/2013 0:00,13:30:00,Apropiacion Ilegal,18.407675,-66.001565
9/20/2013 0:00,9:50:00,Robo,18.403274,-66.057223
12/3/2013 0:00,14:20:00,Escalamiento,18.38808,-66.089215
9/14/2013 0:00,16:00:00,Apropiacion Ilegal,18.453292,-66.072627
12/27/2013 0:00,16:20:00,Apropiacion Ilegal,18.419928,-66.063062
12/1/2013 0:00,3:00:00,Apropiacion Ilegal,18.393801,-66.079949
12/30/2013 0:00,15:15:00,Robo,18.385495,-66.099985
9/18/2013 0:00,15:00:00,Robo,18.413525,-66.088009
4/17/2013 0:00,6:30:00,Apropiacion Ilegal,18.406625,-66.017951
8/11/2013 0:00,10:40:00,Escalamiento,18.4015,-66.018251
9/6/2013 0:00,16:30:00,Apropiacion Ilegal,18.3387,-66.068705
11/8/2013 0:00,20:54:00,Robo,18.39992,-66.097043
12/10/2013 0:00,18:47:00,Escalamiento,18.428449,-66.066461
9/5/2013 0:00,23:00:00,Robo,18.401263,-66.064576
10/9/2013 0:00,15:16:00,Apropiacion Ilegal,18.378703,-66.093583
9/13/2013 0:00,0:00:00,Robo,18.45253,-66.047368
11/29/2013 0:00,8:01:00,Apropiacion Ilegal,18.4193,-66.066342
9/19/2013 0:00,20:45:00,Apropiacion Ilegal,18.360414,-66.053775
6/7/2013 0:00,12:20:00,Escalamiento,18.340072,-66.078491
9/23/2013 0:00,12:25:00,Robo,18.379127,-66.06404
11/22/2013 0:00,23:59:00,Apropiacion Ilegal,18.34738,-66.092565
11/21/2013 0:00,15:50:00,Apropiacion Ilegal,18.422749,-66.063114
4/1/2013 0:00,10:26:00,Escalamiento,18.394416,-66.015336
11/20/2013 0:00,5:13:00,Apropiacion Ilegal,18.401745,-66.086427
9/18/2013 0:00,18:00:00,Apropiacion Ilegal,18.33584,-66.068461
11/12/2013 0:00,20:00:00,Apropiacion Ilegal,18.398898,-66.108286
9/20/2013 0:00,18:00:00,Apropiacion Ilegal,18.36423,-66.084315
11/24/2013 0:00,22:00:00,Apropiacion Ilegal,18.394305,-66.091489
9/3/2013 0:00,11:53:00,Robo,18.397312,-66.00877
10/31/2013 0:00,15:09:00,Apropiacion Ilegal,18.406804,-66.076844
8/28/2013 0:00,10:07:00,Apropiacion Ilegal,18.402297,-66.01254
10/18/2013 0:00,20:02:00,Apropiacion Ilegal,18.387467,-66.072062
7/15/2013 0:00,7:22:00,Apropiacion Ilegal,18.39351,-66.02344
9/19/2013 0:00,19:53:00,Escalamiento,18.376532,-66.043004
11/22/2013 0:00,16:20:00,Vehiculo Hurtado,18.404154,-66.053934
12/29/2013 0:00,12:17:00,Robo,18.395939,-66.040951
9/17/2013 0:00,15:30:00,Apropiacion Ilegal,18.411529,-66.054787
4/9/2013 0:00,16:22:00,Apropiacion Ilegal,18.379997,-66.004305
11/12/2013 0:00,19:06:00,Vehiculo Hurtado,18.395499,-66.106918
11/22/2013 0:00,20:05:00,Robo,18.388592,-66.089921
8/14/2013 0:00,7:37:00,Asesinato,18.438598,-66.061946
7/29/2013 0:00,13:47:00,Apropiacion Ilegal,18.390419,-66.062232
9/16/2013 0:00,7:14:00,Apropiacion Ilegal,18.373057,-66.056161
12/6/2013 0:00,15:45:00,Escalamiento,18.380612,-66.079638
9/18/2013 0:00,14:12:00,Vehiculo Hurtado,18.382011,-66.069664
9/18/2013 0:00,14:55:00,Apropiacion Ilegal,18.340549,-66.07124
8/22/2013 0:00,16:32:00,Apropiacion Ilegal,18.31557,-66.068164
9/15/2013 0:00,12:20:00,Apropiacion Ilegal,18.420199,-66.074339
8/2/2013 0:00,19:00:00,Vehiculo Hurtado,18.416212,-66.042924
9/16/2013 0:00,16:30:00,Apropiacion Ilegal,18.408604,-66.053338
12/21/2013 0:00,13:41:00,Apropiacion Ilegal,18.424227,-66.078437
12/13/2013 0:00,23:30:00,Escalamiento,18.396057,-66.076618
12/15/2013 0:00,23:00:00,Robo,18.387989,-66.038121
12/21/2013 0:00,15:53:00,Apropiacion Ilegal,18.359178,-66.052951
12/25/2013 0:00,6:00:00,Apropiacion Ilegal,18.389751,-66.074648
7/3/2013 0:00,9:03:00,Escalamiento,18.396653,-66.019273
9/22/2013 0:00,0:46:00,Apropiacion Ilegal,18.417725,-66.057096
9/14/2013 0:00,20:30:00,Apropiacion Ilegal,18.356292,-66.063705
9/11/2013 0:00,11:37:00,Robo,18.445034,-66.056615
11/21/2013 0:00,8:00:00,Apropiacion Ilegal,18.394953,-66.03632
12/6/2013 0:00,21:53:00,Vehiculo Hurtado,18.400364,-66.066066
11/1/2013 0:00,11:00:00,Apropiacion Ilegal,18.397048,-66.019988
11/27/2013 0:00,11:40:00,Robo,18.396878,-66.089919
12/28/2013 0:00,12:14:00,Apropiacion Ilegal,18.394188,-66.041247
9/8/2013 0:00,15:45:00,Vehiculo Hurtado,18.458291,-66.076166
12/30/2013 0:00,11:00:00,Escalamiento,18.343435,-66.071317
11/16/2013 0:00,1:12:00,Apropiacion Ilegal,18.401532,-66.093257
9/15/2013 0:00,20:36:00,Robo,18.410748,-66.05854
12/29/2013 0:00,17:45:00,Apropiacion Ilegal,18.416115,-66.05932
7/8/2013 0:00,21:17:00,Agresion Agravada,18.397778,-66.003455
9/12/2013 0:00,3:00:00,Robo,18.401898,-66.040213
12/10/2013 0:00,18:18:00,Apropiacion Ilegal,18.402275,-66.033047
6/21/2013 0:00,12:30:00,Apropiacion Ilegal,18.39503,-66.045306
12/13/2013 0:00,2:34:00,Vehiculo Hurtado,18.38304,-66.099352
12/1/2013 0:00,11:30:00,Apropiacion Ilegal,18.391776,-66.094481
10/27/2013 0:00,7:05:00,Apropiacion Ilegal,18.404818,-66.087763
9/19/2013 0:00,20:20:00,Escalamiento,18.435111,-66.051805
12/7/2013 0:00,19:10:00,Vehiculo Hurtado,18.394365,-66.074974
9/5/2013 0:00,14:36:00,Robo,18.413036,-66.066574
9/16/2013 0:00,20:00:00,Apropiacion Ilegal,18.427384,-66.055998
7/3/2013 0:00,10:10:00,Escalamiento,18.398239,-66.004369
10/6/2013 0:00,18:02:00,Vehiculo Hurtado,18.395034,-66.039576
9/17/2013 0:00,7:00:00,Apropiacion Ilegal,18.326761,-66.044032
12/7/2013 0:00,4:31:00,Apropiacion Ilegal,18.423061,-66.060183
9/9/2013 0:00,0:51:00,Robo,18.467217,-66.089535
9/16/2013 0:00,13:16:00,Apropiacion Ilegal,18.400083,-65.997582
9/4/2013 0:00,17:00:00,Escalamiento,18.373108,-66.079348
11/25/2013 0:00,21:22:00,Escalamiento,18.399405,-66.04366
9/10/2013 0:00,22:00:00,Robo,18.399999,-66.052098
9/15/2013 0:00,14:07:00,Apropiacion Ilegal,18.464214,-66.093483
7/16/2013 0:00,20:47:00,Apropiacion Ilegal,18.347238,-66.092575
12/2/2013 0:00,8:00:00,Escalamiento,18.382631,-66.075628
9/23/2013 0:00,16:25:00,Apropiacion Ilegal,18.36753,-66.063671
9/17/2013 0:00,10:20:00,Apropiacion Ilegal,18.407424,-66.002173
9/17/2013 0:00,15:00:00,Apropiacion Ilegal,18.420249,-66.074616
9/15/2013 0:00,1:30:00,Apropiacion Ilegal,18.400467,-66.09839
11/24/2013 0:00,3:32:00,Apropiacion Ilegal,18.400368,-66.098284
9/18/2013 0:00,12:30:00,Vehiculo Hurtado,18.445909,-66.079772
10/29/2013 0:00,18:00:00,Apropiacion Ilegal,18.428174,-66.064486
10/17/2013 0:00,17:46:00,Robo,18.389732,-66.104192
11/27/2013 0:00,22:00:00,Apropiacion Ilegal,18.368313,-66.083091
8/18/2013 0:00,12:39:00,Apropiacion Ilegal,18.381239,-66.005275
9/6/2013 0:00,21:09:00,Robo,18.407247,-66.073733
12/26/2013 0:00,12:00:00,Vehiculo Hurtado,18.420219,-66.061967
12/1/2013 0:00,10:00:00,Apropiacion Ilegal,18.420025,-66.080343
9/14/2013 0:00,6:00:00,Robo,18.418074,-66.052874
5/15/2013 0:00,8:00:00,Apropiacion Ilegal,18.394346,-66.015204
9/15/2013 0:00,16:30:00,Vehiculo Hurtado,18.413889,-66.070972
10/6/2013 0:00,2:25:00,Apropiacion Ilegal,18.401486,-66.093329
9/17/2013 0:00,5:29:00,Robo,18.421639,-66.037716
9/14/2013 0:00,23:00:00,Robo,18.397688,-66.048509
12/26/2013 0:00,1:00:00,Apropiacion Ilegal,18.401693,-66.086437
10/25/2013 0:00,20:30:00,Vehiculo Hurtado,18.416125,-66.059545
12/14/2013 0:00,14:50:00,Apropiacion Ilegal,18.429494,-66.065206
12/29/2013 0:00,15:18:00,Apropiacion Ilegal,18.453554,-66.072439
12/20/2013 0:00,12:30:00,Escalamiento,18.355731,-66.069192
9/19/2013 0:00,9:23:00,Apropiacion Ilegal,18.420999,-66.07481
11/1/2013 0:00,2:21:00,Robo,18.340331,-66.078649
9/22/2013 0:00,1:40:00,Robo,18.453658,-66.069267
8/30/2013 0:00,4:38:00,Apropiacion Ilegal,18.394516,-66.0386
9/17/2013 0:00,6:00:00,Apropiacion Ilegal,18.407491,-66.061944
12/26/2013 0:00,8:58:00,Apropiacion Ilegal,18.38286,-66.097328
10/19/2013 0:00,5:18:00,Agresion Agravada,18.39855,-66.089052
11/4/2013 0:00,17:48:00,Robo,18.423114,-66.07129
10/19/2013 0:00,11:20:00,Robo,18.41337,-66.089286
12/19/2013 0:00,20:00:00,Apropiacion Ilegal,18.416919,-66.06223
11/5/2013 0:00,20:30:00,Apropiacion Ilegal,18.39586,-66.042153
12/17/2013 0:00,20:04:00,Apropiacion Ilegal,18.393306,-66.084219
7/11/2013 0:00,8:19:00,Escalamiento,18.38433,-66.006208
5/20/2013 0:00,14:09:00,Vehiculo Hurtado,18.391747,-66.024437
9/10/2013 0:00,14:35:00,Escalamiento,18.404962,-66.068536
9/14/2013 0:00,21:30:00,Robo,18.393985,-66.095129
9/11/2013 0:00,12:58:00,Apropiacion Ilegal,18.388542,-66.03131
9/14/2013 0:00,10:54:00,Robo,18.419808,-66.073382
8/12/2013 0:00,17:00:00,Apropiacion Ilegal,18.396595,-66.018413
12/9/2013 0:00,21:32:00,Apropiacion Ilegal,18.396573,-66.085202
12/13/2013 0:00,10:00:00,Apropiacion Ilegal,18.396557,-66.047826
11/12/2013 0:00,11:17:00,Apropiacion Ilegal,18.399782,-66.097011
10/15/2013 0:00,19:15:00,Apropiacion Ilegal,18.380868,-66.071858
10/22/2013 0:00,16:54:00,Vehiculo Hurtado,18.394569,-66.034768
12/24/2013 0:00,5:50:00,Apropiacion Ilegal,18.386075,-66.092417
7/8/2013 0:00,15:51:00,Robo,18.397435,-66.008346
11/24/2013 0:00,0:50:00,Apropiacion Ilegal,18.412789,-66.065207
9/12/2013 0:00,1:40:00,Apropiacion Ilegal,18.41496,-66.064929
9/22/2013 0:00,2:30:00,Apropiacion Ilegal,18.407457,-66.062971
9/23/2013 0:00,7:44:00,Escalamiento,18.403142,-66.054338
12/7/2013 0:00,18:43:00,Apropiacion Ilegal,18.397914,-66.035578
9/10/2013 0:00,10:10:00,Apropiacion Ilegal,18.407115,-66.04445
12/8/2013 0:00,8:09:00,Apropiacion Ilegal,18.393358,-66.084339
9/15/2013 0:00,4:45:00,Agresion Agravada,18.455714,-66.070349
9/25/2013 0:00,9:30:00,Escalamiento,18.398649,-66.020894
11/12/2013 0:00,19:00:00,Apropiacion Ilegal,18.422601,-66.066498
9/6/2013 0:00,14:00:00,Apropiacion Ilegal,18.393207,-66.067495
7/15/2013 0:00,6:30:00,Escalamiento,18.400026,-66.016934
9/19/2013 0:00,21:40:00,Apropiacion Ilegal,18.451034,-66.075107
11/23/2013 0:00,10:20:00,Apropiacion Ilegal,18.394025,-66.07467
9/11/2013 0:00,13:30:00,Apropiacion Ilegal,18.387683,-66.106143
9/21/2013 0:00,1:20:00,Robo,18.402001,-66.055272
12/27/2013 0:00,22:30:00,Apropiacion Ilegal,18.350221,-66.089309
11/24/2013 0:00,10:48:00,Vehiculo Hurtado,18.384133,-66.100236
10/26/2013 0:00,15:45:00,Apropiacion Ilegal,18.4023,-66.09138
8/30/2013 0:00,7:30:00,Vehiculo Hurtado,18.390314,-66.005737
12/16/2013 0:00,23:11:00,Apropiacion Ilegal,18.419336,-66.066145
7/14/2013 0:00,20:04:00,Apropiacion Ilegal,18.418689,-66.054438
9/13/2013 0:00,0:00:00,Robo,18.452626,-66.04731
9/19/2013 0:00,21:30:00,Apropiacion Ilegal,18.399462,-66.085849
11/2/2013 0:00,1:30:00,Apropiacion Ilegal,18.39781,-66.107865
12/23/2013 0:00,3:36:00,Apropiacion Ilegal,18.392079,-66.077175
12/13/2013 0:00,11:00:00,Apropiacion Ilegal,18.401207,-66.078959
1/13/2013 0:00,9:36:00,Vehiculo Hurtado,18.411687,-66.088675
12/16/2013 0:00,1:40:00,Vehiculo Hurtado,18.405619,-66.085923
11/8/2013 0:00,10:30:00,Vehiculo Hurtado,18.394905,-66.079799
12/8/2013 0:00,8:23:00,Apropiacion Ilegal,18.389828,-66.036323
8/27/2013 0:00,16:49:00,Apropiacion Ilegal,18.397343,-66.015875
12/8/2013 0:00,11:17:00,Robo,18.413837,-66.057247
11/10/2013 0:00,22:39:00,Escalamiento,18.37075,-66.04218
9/21/2013 0:00,17:37:00,Robo,18.452583,-66.055742
9/13/2013 0:00,11:39:00,Escalamiento,18.397398,-66.035115
9/13/2013 0:00,8:00:00,Apropiacion Ilegal,18.447423,-66.07637
12/4/2013 0:00,6:00:00,Apropiacion Ilegal,18.397739,-66.03665
10/11/2013 0:00,7:05:00,Apropiacion Ilegal,18.348562,-66.05574
11/19/2013 0:00,22:15:00,Robo,18.394911,-66.084797
12/23/2013 0:00,12:07:00,Vehiculo Hurtado,18.430939,-66.065085
1/23/2013 0:00,16:10:00,Apropiacion Ilegal,18.410737,-66.07836
7/6/2013 0:00,18:00:00,Escalamiento,18.414195,-66.079929
12/2/2013 0:00,8:30:00,Escalamiento,18.344703,-66.078751
7/22/2013 0:00,8:57:00,Apropiacion Ilegal,18.434715,-66.046068
11/26/2013 0:00,12:40:00,Vehiculo Hurtado,18.402143,-66.086652
12/2/2013 0:00,11:07:00,Escalamiento,18.356309,-66.077716
12/16/2013 0:00,15:03:00,Apropiacion Ilegal,18.416554,-66.065028
6/7/2013 0:00,10:45:00,Vehiculo Hurtado,18.397616,-66.004242
9/17/2013 0:00,11:00:00,Robo,18.439,-66.060396
12/28/2013 0:00,23:50:00,Robo,18.416035,-66.05699
9/19/2013 0:00,7:01:00,Apropiacion Ilegal,18.371639,-66.042918
8/26/2013 0:00,0:50:00,Escalamiento,18.403373,-66.077659
9/11/2013 0:00,5:30:00,Apropiacion Ilegal,18.440941,-66.055362
12/13/2013 0:00,23:24:00,Escalamiento,18.354523,-66.094498
7/29/2013 0:00,8:37:00,Robo,18.395532,-66.01904
10/24/2013 0:00,7:00:00,Vehiculo Hurtado,18.407577,-66.067644
9/19/2013 0:00,11:41:00,Apropiacion Ilegal,18.379861,-66.054165
12/2/2013 0:00,3:33:00,Vehiculo Hurtado,18.401324,-66.086537
12/18/2013 0:00,20:42:00,Apropiacion Ilegal,18.422429,-66.065499
10/7/2013 0:00,13:09:00,Escalamiento,18.368259,-66.053904
